Account Name,Bank,API URL,Product ID,API Result,Pension,Youth,Cash Management,SMSF,Christmas
MySaver Account ,Adelaide Bank,https://api.cdr.adelaidebank.com.au/cds-au/v1,674d4369-33ba-4ccf-88e5-731f0e322f99,Succeeded,No,No,No,No,No
Savings,Alex Bank Pty Limited,https://public.cdr.alex.bank/cds-au/v1,086e30f2-dbbb-4252-a3a6-73848456b2cb,Succeeded,No,No,No,No,No
AMP Saver Account,AMP Bank Ltd,https://api.cdr-api.amp.com.au/cds-au/v1,AMP_SAVER,Succeeded,No,No,No,No,No
AMP SuperEdge Saver Account,AMP Bank Ltd,https://api.cdr-api.amp.com.au/cds-au/v1,AMP_SUPEREDGE_SAVER_ACCOUNT,Succeeded,No,No,No,Yes,No
AMP SuperEdge Pension Account,AMP Bank Ltd,https://api.cdr-api.amp.com.au/cds-au/v1,AMP_SUPEREDGE_PENSION_ACCOUNT,Succeeded,Yes,No,No,No,No
Personal Online Savings Account,Arab Bank Australia Limited,https://open-banking.australianunity.com.au/cds-au/v1,POSA01,Succeeded,No,No,No,No,No
ANZ Pensioner Advantage Account,Australia and New Zealand Banking Group Limited,https://api.anz/cds-au/v1,f9ec7ae4-f606-0e91-9403-d6ce664eb765,Succeeded,Yes,No,No,No,No
ANZ Online Saver,Australia and New Zealand Banking Group Limited,https://api.anz/cds-au/v1,3776f456-9612-1354-70db-a165f84ef653,Succeeded,No,No,No,No,No
ANZ Progress Saver,Australia and New Zealand Banking Group Limited,https://api.anz/cds-au/v1,e9a3b4fe-240c-388e-2282-42db8f570e63,Succeeded,No,No,No,No,No
ANZ SMSF Cash Hub Account,Australia and New Zealand Banking Group Limited,https://api.anz/cds-au/v1,ef5d9d5e-f822-4e9f-8b95-f0683115539f,Succeeded,No,No,No,Yes,No
Online Saver,Australian Military Bank Ltd,https://public.open.australianmilitarybank.com.au/cds-au/v1,9d1888b8-097d-4c21-849f-730bfaace6c3,Succeeded,No,No,No,No,No
Recruit Salary Saver,Australian Military Bank Ltd,https://public.open.australianmilitarybank.com.au/cds-au/v1,a1a3eba2-34ff-45f2-b097-905a0f845834,Succeeded,No,Yes,No,No,No
Junior Saver,Australian Military Bank Ltd,https://public.open.australianmilitarybank.com.au/cds-au/v1,f541d5ed-51df-4c4d-8e8c-2d2e70f18e4e,Succeeded,No,Yes,No,No,No
Star Saver Direct,Australian Military Bank Ltd,https://public.open.australianmilitarybank.com.au/cds-au/v1,c210a3d5-7b89-4233-a9f6-fd0a65c31842,Succeeded,No,No,No,No,No
Capital Guaranteed Pension Account,Australian Military Bank Ltd,https://public.open.australianmilitarybank.com.au/cds-au/v1,cc36cf83-266d-4537-8c71-325313bf07c4,Succeeded,Yes,No,No,No,No
Pension Access Account,Australian Military Bank Ltd,https://public.open.australianmilitarybank.com.au/cds-au/v1,d397f2bc-69e8-4bbc-b5ec-b990ba568d9c,Succeeded,Yes,No,No,No,No
Capital Guaranteed Super,Australian Military Bank Ltd,https://public.open.australianmilitarybank.com.au/cds-au/v1,a7d9a6dc-8261-4252-978b-66bb95bec20c,Succeeded,No,No,No,Yes,No
DIY Super Saver,Australian Military Bank Ltd,https://public.open.australianmilitarybank.com.au/cds-au/v1,3c42c73d-8632-4304-9f0e-132ad5f1ab42,Succeeded,No,No,No,Yes,No
PENSIONER AWARE,Australian Mutual Bank Limited,https://internetbanking.australianmutual.bank/openbanking/cds-au/v1,AMB_Pensioner_Aware_Single,Succeeded,Yes,No,No,No,No
SAVINGS MOTIVATOR,Australian Mutual Bank Limited,https://internetbanking.australianmutual.bank/openbanking/cds-au/v1,AMB_Savings_Motivator,Succeeded,No,No,No,No,No
YOUNG SAVER ACCOUNT,Australian Mutual Bank Limited,https://internetbanking.australianmutual.bank/openbanking/cds-au/v1,AMB_Young_Saver_Account,Succeeded,No,Yes,No,No,No
iNetSaver Account,Australian Mutual Bank Limited,https://internetbanking.australianmutual.bank/openbanking/cds-au/v1,AMB_iNetSaver_Account,Succeeded,No,No,No,No,No
Active Saver,Australian Unity Bank Limited,https://open-banking.australianunity.com.au/cds-au/v1,S36_Savings_ActiveSaver,Succeeded,No,No,No,No,No
Freedom Saver,Australian Unity Bank Limited,https://open-banking.australianunity.com.au/cds-au/v1,S37_Savings_FreedomSaver,Succeeded,No,No,No,No,No
Easy Saver,Australian Unity Bank Limited,https://open-banking.australianunity.com.au/cds-au/v1,S38_Savings_EasySaver,Succeeded,No,No,No,No,No
Kids Saver,Australian Unity Bank Limited,https://open-banking.australianunity.com.au/cds-au/v1,S49_Savings_KidsSaver,Succeeded,No,Yes,No,No,No
ONLINE SAVER,Auswide Bank Ltd,https://api.auswidebank.com.au/OpenBanking/cds-au/v1,4bc606d6-2ed5-4ff4-8404-5f48609536e8,Succeeded,No,No,No,No,No
BONUS PLUS SAVER,Auswide Bank Ltd,https://api.auswidebank.com.au/OpenBanking/cds-au/v1,4a276227-7f7a-4cac-a018-88138b099a8e,Succeeded,No,No,No,No,No
ZIGGY KIDS SAVER,Auswide Bank Ltd,https://api.auswidebank.com.au/OpenBanking/cds-au/v1,516f4dc2-271b-4812-91ce-fdb9a6eb6c04,Succeeded,No,Yes,No,No,No
CASH MANAGEMENT,Auswide Bank Ltd,https://api.auswidebank.com.au/OpenBanking/cds-au/v1,60f02256-3125-4a50-964f-bdb862efdd4e,Succeeded,No,No,Yes,No,No
SELF-MANAGED SUPER FUND,Auswide Bank Ltd,https://api.auswidebank.com.au/OpenBanking/cds-au/v1,2a8b2cf9-0e9a-49a3-bb3a-aeab5a62042d,Succeeded,No,No,No,Yes,No
EVERYDAY PENSION ACCOUNT,Auswide Bank Ltd,https://api.auswidebank.com.au/OpenBanking/cds-au/v1,50c95686-e192-43d4-9fcb-a058c7b179d6,Succeeded,Yes,No,No,No,No
NATIONAL SENIORS AUSTRALIA MONEY MANAGER ACCOUNT,Auswide Bank Ltd,https://api.auswidebank.com.au/OpenBanking/cds-au/v1,73a44d40-679a-44ec-aff1-67a5de45cf69,Succeeded,Yes,No,No,No,No
Pensioner Account,AWA Alliance Bank,https://api.cdr.awaalliancebank.com.au/cds-au/v1,1c3691ae-6fcd-4099-93bf-b5c8e52df292,Succeeded,Yes,No,No,No,No
Youth Account,AWA Alliance Bank,https://api.cdr.awaalliancebank.com.au/cds-au/v1,b1ab1df5-cb60-436e-b055-1dfe2b4214dc,Succeeded,No,Yes,No,No,No
Online Saver Account,AWA Alliance Bank,https://api.cdr.awaalliancebank.com.au/cds-au/v1,0dba733e-bc8e-4fb1-ae3a-bbbd96b68cc8,Succeeded,No,No,No,No,No
Pensioner Account,AWA Alliance Bank,https://api.cdr.awaalliancebank.com.au/cds-au/v1,1c3691ae-6fcd-4099-93bf-b5c8e52df292,Succeeded,Yes,No,No,No,No
Online Saver,Bank Australia Limited,https://cds.api.bankaust.com.au/cds-au/v1,Product121,Succeeded,No,No,No,No,No
Bonus Saver,Bank Australia Limited,https://cds.api.bankaust.com.au/cds-au/v1,Product123,Succeeded,No,No,No,No,No
mySaver,Bank Australia Limited,https://cds.api.bankaust.com.au/cds-au/v1,Product103,Succeeded,No,Yes,No,No,No
Christmas Saver,Bank Australia Limited,https://cds.api.bankaust.com.au/cds-au/v1,Product125,Succeeded,No,No,No,No,Yes
Pension Access,Bank Australia Limited,https://cds.api.bankaust.com.au/cds-au/v1,Product109,Succeeded,Yes,No,No,No,No
First Home Bonus Saver Account,Bank First,https://public.cdr.bankfirst.com.au/cds-au/v1,6512a9e8-baef-49b8-b8b2-ee2ee97ee50e,Succeeded,No,No,No,No,No
Pension Account,Bank First,https://public.cdr.bankfirst.com.au/cds-au/v1,523398f7-b767-446a-b4f7-ee26025a82ba,Succeeded,Yes,No,No,No,No
Online Saver Account,Bank First,https://public.cdr.bankfirst.com.au/cds-au/v1,c4738728-0e16-4957-b37b-5547a99d56c4,Succeeded,No,No,No,No,No
First Saver Account,Bank First,https://public.cdr.bankfirst.com.au/cds-au/v1,2e9788d2-636a-4c59-9f2b-1e23935028ff,Succeeded,No,Yes,No,No,No
Christmas Club Account,Bank First,https://public.cdr.bankfirst.com.au/cds-au/v1,6690c88c-04b8-4c36-8a56-cec0909f8ad4,Succeeded,No,No,No,No,Yes
Cash Management Account,Bank First,https://public.cdr.bankfirst.com.au/cds-au/v1,625c81d6-bc13-4c5b-a175-35df54187dfc,Succeeded,No,No,Yes,No,No
First Access Account,Bank First,https://public.cdr.bankfirst.com.au/cds-au/v1,e0589ed4-b32b-4d7d-9c60-2ad88b038e11,Succeeded,No,No,No,No,Yes
Online Saver,Bank of China (Australia) Limited,https://obdevp.bank-of-china.net.au/cds-au/v1,55940657,Succeeded,No,No,No,No,No
Savings Plus Account,Bank of Heritage Isle (comes from Police Bank API feed),https://product.api.policebank.com.au/cds-au/v1,54a27821-f707-4309-b280-cbdffa761c44,Succeeded,No,No,No,No,No
Bonus Saver Account,Bank of Heritage Isle (comes from Police Bank API feed),https://product.api.policebank.com.au/cds-au/v1,d2a138d3-3132-4cff-a9f1-270a81c4d86a,Succeeded,No,No,No,No,No
Retirement Plus Account,Bank of Heritage Isle (comes from Police Bank API feed),https://product.api.policebank.com.au/cds-au/v1,23b10b34-079a-4a1d-aee8-ab6044c7e922,Succeeded,Yes,No,No,No,No
Dynamo/Flex Account,Bank of Heritage Isle (comes from Police Bank API feed),https://product.api.policebank.com.au/cds-au/v1,6341c6a9-3516-4c9c-b43e-b26db13f4a76,Succeeded,No,Yes,No,No,No
Incentive Saver,Bank of Melbourne,https://digital-api.bankofmelbourne.com.au/cds-au/v1,BOMSavIncentiveSaver,Succeeded,No,No,No,No,No
Maxi Saver,Bank of Melbourne,https://digital-api.bankofmelbourne.com.au/cds-au/v1,BOMSavMaxiSaver,Succeeded,No,No,No,No,No
Retirement Access Account,Bank of Melbourne,https://digital-api.bankofmelbourne.com.au/cds-au/v1,BOMTrRetirementAccess,Succeeded,Yes,No,No,No,No
Future Saver Account,Bank of Queensland Limited,https://secure.api.boq.com.au/cds-au/v1,69B41A76-51B7-4765-984A-7CDDD3494268,Succeeded,No,Yes,No,No,No
Smart Saver Account,Bank of Queensland Limited,https://secure.api.boq.com.au/cds-au/v1,D8D6A867-871A-4190-BB43-6FFE18E00919,Succeeded,No,No,No,No,No
Simple Saver Account,Bank of Queensland Limited,https://secure.api.boq.com.au/cds-au/v1,EAA197D3-9CC8-4764-BD80-3A946909409C,Succeeded,No,No,No,No,No
Fast Track Starter,Bank of Queensland Limited,https://secure.api.boq.com.au/cds-au/v1,692426A9-74ED-4528-849F-F098C4839385,Succeeded,No,Yes,No,No,No
Fast Track Saver Account,Bank of Queensland Limited,https://secure.api.boq.com.au/cds-au/v1,C69E6590-BA09-4B4A-9842-EC66EB8C405A,Succeeded,No,No,No,No,No
WebSavings Account,Bank of Queensland Limited,https://secure.api.boq.com.au/cds-au/v1,EAD5402A-7681-4315-9C35-34A451064CE7,Succeeded,No,No,No,No,No
Bonus Interest Savings,Bank of Queensland Limited,https://secure.api.boq.com.au/cds-au/v1,9DC4381A-22B7-4170-8A5A-D2B3278E93B2,Succeeded,No,No,No,No,No
Kids Savings Account,Bank of Queensland Limited,https://secure.api.boq.com.au/cds-au/v1,0547A340-1687-4286-9E7A-D10A6CE29F11,Succeeded,No,Yes,No,No,No
Superannuation Savings Account,Bank of Queensland Limited,https://secure.api.boq.com.au/cds-au/v1,63F65EF6-86FF-4B3A-BB75-3634150A6637,Succeeded,No,No,No,Yes,No
Retirement Account,Bank of Sydney Ltd,https://openbank.api.banksyd.com.au/cds-au/v1,retirement_account,Succeeded,Yes,No,No,No,No
BOS Saver,Bank of Sydney Ltd,https://openbank.api.banksyd.com.au/cds-au/v1,bos_saver_account,Succeeded,No,No,No,No,No
Everyday Saver Account,Bank of Sydney Ltd,https://openbank.api.banksyd.com.au/cds-au/v1,everyday_saver,Succeeded,No,No,No,No,No
SmartNet Account,Bank of Sydney Ltd,https://openbank.api.banksyd.com.au/cds-au/v1,smartnet_account,Succeeded,No,No,No,No,No
Stash n Splash,Bank of Us,https://api.bankofus.com.au/OpenBanking,Stash_n_Splash,Succeeded,No,No,No,No,No
Pension Advantage,Bank of Us,https://api.bankofus.com.au/OpenBanking,Pension_Advantage,Succeeded,Yes,No,No,No,No
Save up,Bank of Us,https://api.bankofus.com.au/OpenBanking,Save_up,Succeeded,No,No,No,No,No
Go to,Bank of Us,https://api.bankofus.com.au/OpenBanking,Go_to,Succeeded,No,No,No,No,No
Incentive Saver,BankSA,https://digital-api.banksa.com.au,BSASavIncentiveSaver,Succeeded,No,No,No,No,No
Maxi Saver,BankSA,https://digital-api.banksa.com.au,BSASavMaxiSaver,Succeeded,No,No,No,No,No
Retirement Access Account,BankSA,https://digital-api.banksa.com.au,BSATrRetirementAccess,Succeeded,Yes,No,No,No,No
Little Copper Club,BankVic,https://ib.bankvic.com.au/openbanking/cds-au/v1,S3_Savings_Little_Copper_Club,Succeeded,No,Yes,No,No,No
Pension Plus,BankVic,https://ib.bankvic.com.au/openbanking/cds-au/v1,S10_Savings_Pension,Succeeded,Yes,No,No,No,No
Bonus Saver,BankVic,https://ib.bankvic.com.au/openbanking/cds-au/v1,S8_Savings_Bonus,Succeeded,No,No,No,No,No
EasyInvest Saver,BankVic,https://ib.bankvic.com.au/openbanking/cds-au/v1,S7_Savings_Online,Succeeded,No,No,No,No,No
SMSF Saver,BankVic,https://ib.bankvic.com.au/openbanking/cds-au/v1,S40_Savings_SMSF,Succeeded,No,No,No,Yes,No
WAW Everyday Saver,BankWAW ,https://onlinebanking.wawcu.com.au/OpenBanking/cds-au/v1,WAW_Everyday_Saver,Succeeded,No,No,No,No,No
WAW Bonus Saver,BankWAW ,https://onlinebanking.wawcu.com.au/OpenBanking/cds-au/v1,WAW_Bonus_Saver,Succeeded,No,No,No,No,No
WAW Christmas Saver,BankWAW ,https://onlinebanking.wawcu.com.au/OpenBanking/cds-au/v1,WAW_Christmas_Saver,Succeeded,No,No,No,No,Yes
Star Saver,BankWAW ,https://onlinebanking.wawcu.com.au/OpenBanking/cds-au/v1,Star_Saver,Succeeded,No,Yes,No,No,No
WAW Youth Saver,BankWAW ,https://onlinebanking.wawcu.com.au/OpenBanking/cds-au/v1,WAW_Youth_Saver,Succeeded,No,Yes,No,No,No
Youth Saver,BankWAW ,https://onlinebanking.wawcu.com.au/OpenBanking/cds-au/v1,YOUTH_SAVER,Succeeded,No,Yes,No,No,No
Star Saver,BankWAW ,https://onlinebanking.wawcu.com.au/OpenBanking/cds-au/v1,WAW_Star_Saver,Succeeded,No,Yes,No,No,No
Christmas Club,BankWAW ,https://onlinebanking.wawcu.com.au/OpenBanking/cds-au/v1,Christmas_Club,Succeeded,No,No,No,No,Yes
Bankwest Easy Saver,Bankwest,https://open-api.bankwest.com.au/bwpublic/cds-au/v1,d10438974ab8417bab388149da5053bb,Succeeded,No,No,No,No,No
Hero Saver,Bankwest,https://open-api.bankwest.com.au/bwpublic/cds-au/v1,b7c55febbeab43e1b0969f28c617f780,Succeeded,No,No,No,No,No
Bankwest Smart eSaver,Bankwest,https://open-api.bankwest.com.au/bwpublic/cds-au/v1,4ba20b01dac7420fb8bd45216b0d885b,Succeeded,No,No,No,No,No
Retirement Advantage Account,Bankwest,https://open-api.bankwest.com.au/bwpublic/cds-au/v1,b54379a0c72b4129887a85e7b629b3af,Succeeded,Yes,No,No,No,No
Bell Potter Cash Management Service,Bell Potter,https://bellpotter.openportal.com.au/cds-au/v1,CM001BELCMA001,Succeeded,No,No,Yes,No,No
Bendigo EasySaver,Bendigo Bank,https://api.cdr.bendigobank.com.au/cds-au/v1,c2044188-1f73-46d9-95e6-5852f3fb4d92,Succeeded,No,No,No,No,No
Bendigo Reward Saver,Bendigo Bank,https://api.cdr.bendigobank.com.au/cds-au/v1,cb6f3716-4e76-4e5b-b79d-0720756a21ac,Succeeded,No,No,No,No,No
Bendigo PiggySaver,Bendigo Bank,https://api.cdr.bendigobank.com.au/cds-au/v1,e7e9fe9a-f9e9-4316-a78f-8f00a1850daf,Succeeded,No,Yes,No,No,No
Bendigo Easy Retirement Account,Bendigo Bank,https://api.cdr.bendigobank.com.au/cds-au/v1,127b2ef2-a72c-4d51-bb46-cafe5f9bef42,Succeeded,Yes,No,No,No,No
Bendigo Christmas Club Account,Bendigo Bank,https://api.cdr.bendigobank.com.au/cds-au/v1,4372b3ed-b00b-437a-8c1e-86c0ffcafe0a,Succeeded,No,No,No,No,Yes
monEsaver Internet Account,Beyond Bank Australia,https://public.cdr.api.beyondbank.com.au/cds-au/v1,3,Succeeded,No,No,No,No,No
Purple Bonus Saver,Beyond Bank Australia,https://public.cdr.api.beyondbank.com.au/cds-au/v1,32,Succeeded,No,No,No,No,No
Community Reward Account,Beyond Bank Australia,https://public.cdr.api.beyondbank.com.au/cds-au/v1,4,Succeeded,No,No,No,No,No
Retirement Account,Beyond Bank Australia,https://public.cdr.api.beyondbank.com.au/cds-au/v1,2,Succeeded,Yes,No,No,No,No
Community Account,Beyond Bank Australia,https://public.cdr.api.beyondbank.com.au/cds-au/v1,10,Succeeded,No,No,No,No,No
BU Account,Beyond Bank Australia,https://public.cdr.api.beyondbank.com.au/cds-au/v1,5,Succeeded,No,Yes,No,No,No
Savings Plus Account,Border Bank Ltd (comes from Police Bank API feed),https://product.api.policebank.com.au/cds-au/v1,1db089b0-6705-4b1c-88e5-269511c72077,Succeeded,No,No,No,No,No
Bonus Saver Account,Border Bank Ltd (comes from Police Bank API feed),https://product.api.policebank.com.au/cds-au/v1,07ddb3f7-4488-4fef-bba9-d0566b410302,Succeeded,No,No,No,No,No
Retirement Plus Account,Border Bank Ltd (comes from Police Bank API feed),https://product.api.policebank.com.au/cds-au/v1,b1d3f2e4-9b5d-4bbe-8d94-250223ecbe3f,Succeeded,No,No,No,No,No
Dynamo/Flex Account,Border Bank Ltd (comes from Police Bank API feed),https://product.api.policebank.com.au/cds-au/v1,61bb1665-1a1c-4bf6-b236-1a4d2011e526,Succeeded,No,Yes,No,No,No
Santa Saver Account,Broken Hill Community Credit Union,https://public.cdr-api.bhccu.com.au/cds-au/v1,21,Succeeded,No,No,No,No,Yes
eCall Savings Account,Broken Hill Community Credit Union,https://public.cdr-api.bhccu.com.au/cds-au/v1,20,Succeeded,No,No,No,No,No
Busy Bee Account,Broken Hill Community Credit Union,https://public.cdr-api.bhccu.com.au/cds-au/v1,45,Succeeded,No,Yes,No,No,No
Super Youth Saver,Broken Hill Community Credit Union,https://public.cdr-api.bhccu.com.au/cds-au/v1,46,Succeeded,No,Yes,No,No,No
Childrens saver account,Cairns Penny Savings & Loans Limited (Cairns Bank),https://openbanking.cairnsbank.com.au/OpenBanking/cds-au/v1,S16,Succeeded,No,Yes,No,No,No
Christmas Club Account,Cairns Penny Savings & Loans Limited (Cairns Bank),https://openbanking.cairnsbank.com.au/OpenBanking/cds-au/v1,S6,Succeeded,No,No,No,No,Yes
Internet Saver account,Cairns Penny Savings & Loans Limited (Cairns Bank),https://openbanking.cairnsbank.com.au/OpenBanking/cds-au/v1,S7,Succeeded,No,No,No,No,No
Pensioner Account,Cairns Penny Savings & Loans Limited (Cairns Bank),https://openbanking.cairnsbank.com.au/OpenBanking/cds-au/v1,S5,Succeeded,Yes,No,No,No,No
CHRISTMAS CLUB ACCOUNT,Central Murray Credit Union Limited,https://secure.cmcu.com.au/openbanking,S5_Std,Succeeded,No,No,No,No,Yes
SUPER SAVER ACCOUNT,Central Murray Credit Union Limited,https://secure.cmcu.com.au/openbanking,S6_Std,Succeeded,No,Yes,No,No,No
PENSIONER JOINT,Central Murray Credit Union Limited,https://secure.cmcu.com.au/openbanking,S66_Std,Succeeded,Yes,No,No,No,No
PENSIONER SINGLE,Central Murray Credit Union Limited,https://secure.cmcu.com.au/openbanking,S65_Std,Succeeded,Yes,No,No,No,No
S4 Christmas Club Account,Central West Credit Union Limited,https://secure.cmcu.com.au/openbanking,Christmas_Account,Succeeded,No,No,No,No,Yes
S5 Community Proud Account,Central West Credit Union Limited,https://ib.cwcu.com.au/openbanking/cds-au/v1,Community_Proud,Succeeded,No,No,No,No,No
S8 E Access Saver Account,Central West Credit Union Limited,https://ib.cwcu.com.au/openbanking/cds-au/v1,E_Access,Succeeded,No,No,No,No,No
S6 Golden Account,Central West Credit Union Limited,https://ib.cwcu.com.au/openbanking/cds-au/v1,Golden_Account,Succeeded,Yes,No,No,No,No
S14 Pocket Rocket School Account,Central West Credit Union Limited,https://ib.cwcu.com.au/openbanking/cds-au/v1,POCKET_ROCKET,Succeeded,No,Yes,No,No,No
S10 Cash Management Account,Central West Credit Union Limited,https://ib.cwcu.com.au/openbanking/cds-au/v1,Cash_Management,Succeeded,No,No,Yes,No,No
MySavings account,Challenger Bank Limited (previously MyLifeMyFinance Limited),https://api.openbanking.challenger.com.au/cds-au/v1,S02.1,Succeeded,No,No,No,No,No
Bonus Reward Saver,Coastline Credit Union Limited,https://public.cdr-api.coastline.com.au/cds-au/v1,3,Succeeded,No,No,No,No,No
E-Saver,Coastline Credit Union Limited,https://public.cdr-api.coastline.com.au/cds-au/v1,5,Succeeded,No,No,No,No,No
Christmas Club,Coastline Credit Union Limited,https://public.cdr-api.coastline.com.au/cds-au/v1,14,Succeeded,No,No,No,No,Yes
Cubs Access Account,Coastline Credit Union Limited,https://public.cdr-api.coastline.com.au/cds-au/v1,57,Succeeded,No,Yes,No,No,No
Kickstart Access Account,Coastline Credit Union Limited,https://public.cdr-api.coastline.com.au/cds-au/v1,59,Succeeded,No,Yes,No,No,No
NetBank Saver,Commonwealth Bank of Australia,https://api.commbank.com.au/public/cds-au/v1,ad22b1f0967349e8a5d586afe7f0d845,Succeeded,No,No,No,No,No
GoalSaver,Commonwealth Bank of Australia,https://api.commbank.com.au/public/cds-au/v1,72f214498c7f47a98fe59b794e7c01ab,Succeeded,No,No,No,No,No
Youthsaver Account,Commonwealth Bank of Australia,https://api.commbank.com.au/public/cds-au/v1,7aff9e0e85e6450eb052d4ff2e953223,Succeeded,No,Yes,No,No,No
Pensioner Security,Commonwealth Bank of Australia,https://api.commbank.com.au/public/cds-au/v1,7375f63775b4489a890655e25395e12d,Succeeded,Yes,No,No,No,No
BONUS SAVER,Community First Bank,https://netbank.communityfirst.com.au/cf-openbanking/cds-au/v1,S9-BS,Succeeded,No,No,No,No,No
CHRISTMAS CRACKER ACCOUNT,Community First Bank,https://netbank.communityfirst.com.au/cf-openbanking/cds-au/v1,S5-CC,Succeeded,No,No,No,No,Yes
MATRIMONEY ACCOUNT,Community First Bank,https://netbank.communityfirst.com.au/cf-openbanking/cds-au/v1,S26-MTM,Succeeded,No,No,No,No,No
RETIREMENT PLUS ACCOUNT,Community First Bank,https://netbank.communityfirst.com.au/cf-openbanking/cds-au/v1,S4-RP,Succeeded,Yes,No,No,No,No
JUNIOR SAVER ACCOUNT,Community First Bank,https://netbank.communityfirst.com.au/cf-openbanking/cds-au/v1,S18-JS,Succeeded,No,Yes,No,No,No
Advantage Saver,Credit Union Australia Ltd (trading as Great Southern Bank),https://api.open-banking.greatsouthernbank.com.au/cds-au/v1,2000-3300,Succeeded,No,No,No,No,No
Everyday 50+ Account,Credit Union Australia Ltd (trading as Great Southern Bank),https://api.open-banking.greatsouthernbank.com.au/cds-au/v1,2000-2600,Succeeded,Yes,No,No,No,No
Goal Saver,Credit Union Australia Ltd (trading as Great Southern Bank),https://api.open-banking.greatsouthernbank.com.au/cds-au/v1,2000-3200,Succeeded,No,No,No,No,No
Home Saver,Credit Union Australia Ltd (trading as Great Southern Bank),https://api.open-banking.greatsouthernbank.com.au/cds-au/v1,2000-3100,Succeeded,No,No,No,No,No
Youth eSaver,Credit Union Australia Ltd (trading as Great Southern Bank),https://api.open-banking.greatsouthernbank.com.au/cds-au/v1,2000-2000,Succeeded,No,Yes,No,No,No
eSaver Flexi,Credit Union Australia Ltd (trading as Great Southern Bank),https://api.open-banking.greatsouthernbank.com.au/cds-au/v1,2000-2300,Succeeded,No,No,No,No,No
Children's Savings Account,Credit Union SA Ltd,https://openbanking.api.creditunionsa.com.au/cds-au/v1,CREDITUNIONSA_SAV_134,Succeeded,No,Yes,No,No,No
Bonus Savings Account,Credit Union SA Ltd,https://openbanking.api.creditunionsa.com.au/cds-au/v1,CREDITUNIONSA_SAV_109,Succeeded,No,No,No,No,No
55+ Account,Credit Union SA Ltd,https://openbanking.api.creditunionsa.com.au/cds-au/v1,CREDITUNIONSA_SAV_112,Succeeded,Yes,No,No,No,No
Netsave Account,Credit Union SA Ltd,https://openbanking.api.creditunionsa.com.au/cds-au/v1,CREDITUNIONSA_SAV_142,Succeeded,No,No,No,No,No
Teen Saver,Defence Bank Limited,https://product.defencebank.com.au/cds-au/v1,123,Succeeded,No,Yes,No,No,No
iSaver,Defence Bank Limited,https://product.defencebank.com.au/cds-au/v1,117,Succeeded,No,No,No,No,No
Pension Saver,Defence Bank Limited,https://product.defencebank.com.au/cds-au/v1,116,Succeeded,Yes,No,No,No,No
Max E Saver,Defence Bank Limited,https://product.defencebank.com.au/cds-au/v1,110,Succeeded,No,No,No,No,No
Salute Account,Defence Bank Limited,https://product.defencebank.com.au/cds-au/v1,119,Succeeded,No,No,No,No,No
Kids Club Savings,Defence Bank Limited,https://product.defencebank.com.au/cds-au/v1,111,Succeeded,No,No,No,No,No
Cadet Saver,Defence Bank Limited,https://product.defencebank.com.au/cds-au/v1,122,Succeeded,No,Yes,No,No,No
